scene,pose_index,frame_file,ego_x,ego_y,ego_z,ego_yaw,bbox_center_x,bbox_center_y,bbox_center_z,bbox_width,bbox_length,bbox_height,bbox_yaw,class_ID,class_label,num_points
scene_1,0,processed/scene_1/frame_000.npz,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078,184.21550736065186,-0.40963331405782166,23.80722913146019,8.578015305258845,7.919074173463699,47.042493641376495,-2.5030596204813746,0,Antenna,347
scene_1,1,processed/scene_1/frame_001.npz,-164525.171875,-129881.3671875,14278.4794921875,46.65750503540039,192.31469507266777,0.05485794609916903,-0.4079570770263672,8.612253005425089,7.139515991837726,49.16215515136719,-2.7261504613785386,0,Antenna,411
scene_1,2,processed/scene_1/frame_002.npz,-153971.078125,-81466.8515625,11939.0205078125,-97.28401184082031,247.80851756877564,148.66087053366988,36.54386806488037,7.763289269170116,7.263739464868365,42.052560806274414,-2.7351153001828044,0,Antenna,236
scene_1,2,processed/scene_1/frame_002.npz,-153971.078125,-81466.8515625,11939.0205078125,-97.28401184082031,104.79185013236115,-0.18120565144587353,23.72237718105316,9.624733643380097,8.062128346054024,51.13231015205383,0.8596983655277203,0,Antenna,1639
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,223.08916926329013,109.73642545438594,-10.478009223937988,2.3803970940910517,1.453340799085085,4.209392547607422,-2.7177444190019804,0,Antenna,18
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,121.65659677283583,-0.2613898759654505,2.2905101776123047,6.80494021563463,5.662674837682552,39.18764114379883,-2.652939254236516,0,Antenna,581
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,182.17818276817155,63.36354348886946,-14.294480800628662,18.41856067734529,1.0088230544994983,3.226523017883301,-2.8504583868759337,1,Cable,24
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,159.81665937982493,59.44252411076043,-13.411365509033203,6.524594636840794,1.1246095505409444,1.923101043701172,2.9768899995846825,1,Cable,6
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,185.03967979290593,132.00547126616567,-19.911513328552246,10.124802155738257,0.7042920337601458,0.8787952423095703,2.8236189758411157,1,Cable,5
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,144.87671603711783,126.53062754077662,-18.29140853881836,17.90463894860023,0.7395054180385955,2.2870574951171876,2.8268129776909845,1,Cable,12
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,153.13465872921054,131.45990437362053,-6.479542016983032,19.811229853874302,22.594418801263785,7.5582915306091305,1.0381451477715617,1,Cable,41
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,142.8929661483841,126.91922230418773,-27.270814895629883,17.940433921965074,0.718553566889517,2.28878173828125,2.8258698047595088,1,Cable,15
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,157.19142062823673,141.0440608354997,-19.01018524169922,12.574526162886803,0.7614913716860542,1.7977310180664063,2.823241908936851,1,Cable,9
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,192.05886181098757,130.0097252728891,-29.309335708618164,15.30491541231155,0.7529631448432837,0.9315925598144531,2.8203629449945633,1,Cable,5
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,154.96149325185337,142.07733097443344,-27.90914821624756,10.736724231117696,0.7319896336948432,1.5487895965576173,2.8287095719312374,1,Cable,10
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,181.99240556225942,114.17208961817661,-29.176505088806152,31.998475198201284,0.7600826176533303,1.293593978881836,2.8264368224091068,1,Cable,15
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,206.76622243073066,108.76839495661926,-8.873850584030151,7.051953882316871,5.79253915259145,5.847639179229736,0.9139657745897835,1,Cable,5
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,179.00117211772036,115.39212769359585,-19.91539192199707,10.315829318114288,0.7235369778649726,0.8712326049804687,2.827687622041469,1,Cable,5
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,173.70857624229032,129.3093390849841,-8.064443588256836,20.39690379025908,14.02522253478473,6.149551010131836,-2.798529108301479,1,Cable,10
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,164.0704351681539,126.4308876026432,-40.88056755065918,14.837582399146612,9.35347215096295,33.72200393676758,0.8267414196049966,2,Electric Pole,805
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,166.65086248383324,136.2315732342778,-28.03282356262207,7.227426263770823,4.46138156872118,3.1177291870117188,1.7601941963379333,2,Electric Pole,56
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,163.88682608010552,127.38450472706626,-14.440887928009033,10.53143811242191,2.720850168665436,19.28968334197998,1.228397910107237,2,Electric Pole,319
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,160.97824813375135,121.51226477103336,-10.132351398468018,4.650231665547224,1.2871322094264315,1.7628812789916992,2.8607728441111884,2,Electric Pole,30
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,165.66189988987537,138.0959881630867,-19.354369163513184,4.579297124997922,1.7077701817993614,2.105825424194336,2.7173120599889047,2,Electric Pole,29
scene_1,3,processed/scene_1/frame_003.npz,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,166.71688090567986,136.42621092422294,-9.876943588256836,6.441413290457319,3.6570741489666716,2.6345386505126953,2.7467505121330573,2,Electric Pole,51
